,document,subject,relation,object
889,"And beholding those feats of both Jishnu and his
brother, Damodara (Krishna) of superhuman intelligence and inconceivable
feats, addressing his brother, Halayudha (Valadeva) of fierce energy,
said, 'That hero there, of tread like that of a mighty lion, who draweth
the large bow in his hand four full cubits in length, is Arjuna!",his,brother,Damodara
890,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",cubits height,youth of is,Dharma 's son
891,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",four cubits height,other youth of is,Dharma 's son
892,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",full four cubits height,other youth of is,Dharma 's son
893,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",full four cubits height,youth of is,Dharma 's son
894,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",Dharma,has,son
895,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",four cubits height,youth of is,Dharma 's son
896,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",cubits height,other youth of is,Dharma 's son
897,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",full cubits height,other youth of is,Dharma 's son
898,"And that other
youth of eyes like unto lotus-petals, of full four cubits height, of gait
like that of a mighty lion, and humble withal, of fair complexion and
prominent and shining nose, who had, a little before, left the
amphitheatre, is Dharma's son (Yudhishthira).",full cubits height,youth of is,Dharma 's son
899,"I heard that
the sons of Pandu along with their mother Pritha had all escaped from the
conflagration of the house of lac.'",their,mother,Pritha
900,"I heard that
the sons of Pandu along with their mother Pritha had all escaped from the
conflagration of the house of lac.'",sons,escaped from,conflagration of house of lac
901,"I heard that
the sons of Pandu along with their mother Pritha had all escaped from the
conflagration of the house of lac.'",sons,escaped from,conflagration
902,"I heard that
the sons of Pandu along with their mother Pritha had all escaped from the
conflagration of the house of lac.'",sons,escaped from,conflagration of house
903,"Then Halayudha of complexion like
unto that of clouds uncharged with rain, addressing his younger brother
(Krishna), said with great satisfaction, 'O, I am happy to hear, as I do
from sheer good fortune, that our father's sister Pritha with the
foremost of the Kaurava princes have all escaped (from death)!'""",our father 's sister,is with,foremost of Kaurava princes
904,"Then Halayudha of complexion like
unto that of clouds uncharged with rain, addressing his younger brother
(Krishna), said with great satisfaction, 'O, I am happy to hear, as I do
from sheer good fortune, that our father's sister Pritha with the
foremost of the Kaurava princes have all escaped (from death)!'""",foremost,with sister is,Pritha
905,"Then Halayudha of complexion like
unto that of clouds uncharged with rain, addressing his younger brother
(Krishna), said with great satisfaction, 'O, I am happy to hear, as I do
from sheer good fortune, that our father's sister Pritha with the
foremost of the Kaurava princes have all escaped (from death)!'""",father,'s sister is,Pritha
906,"Then Halayudha of complexion like
unto that of clouds uncharged with rain, addressing his younger brother
(Krishna), said with great satisfaction, 'O, I am happy to hear, as I do
from sheer good fortune, that our father's sister Pritha with the
foremost of the Kaurava princes have all escaped (from death)!'""",father,has,sister with foremost of Kaurava princes
907,"Arjuna smilingly addressing those Brahmanas
exclaiming thus, said, 'Stand ye aside as spectators (of the fray)
Showering hundreds of arrows furnished with straight points even I shall
check, like snakes with mantras, all those angry monarchs.'",mantras,with snakes is,angry monarchs
908,"Arjuna smilingly addressing those Brahmanas
exclaiming thus, said, 'Stand ye aside as spectators (of the fray)
Showering hundreds of arrows furnished with straight points even I shall
check, like snakes with mantras, all those angry monarchs.'",I,even shall check,angry monarchs
909,"Arjuna smilingly addressing those Brahmanas
exclaiming thus, said, 'Stand ye aside as spectators (of the fray)
Showering hundreds of arrows furnished with straight points even I shall
check, like snakes with mantras, all those angry monarchs.'",I,shall check,angry monarchs
910,"Arjuna smilingly addressing those Brahmanas
exclaiming thus, said, 'Stand ye aside as spectators (of the fray)
Showering hundreds of arrows furnished with straight points even I shall
check, like snakes with mantras, all those angry monarchs.'",snakes,is with,mantras
911,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",dower,accompanied by,Bhima
912,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",he,had obtained,as dower accompanied
913,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",he,had obtained,dower accompanied by his brother
914,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",he,had obtained,as dower accompanied by his brother
915,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",mighty Arjuna,taking up,bow
916,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",dower,accompanied by,his brother
917,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",he,had obtained,dower accompanied
918,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",his,brother,Bhima
919,"Having said
this, the mighty Arjuna taking up the bow he had obtained as dower
accompanied by his brother Bhima stood immovable as a mountain.",Arjuna,taking up,bow
920,"Then those monarchs eager for the
fight fiercely exclaimed, 'The slaughter in battle of one desiring to
fight is permitted.'",slaughter,is in,battle of one
