,document,subject,relation,object
574,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",Naishadha,stood,revealed
575,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",himself,resting on,ground
576,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",Naishadha,revealed to,his fading garlands
577,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",Naishadha,revealed to,his garlands
578,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",himself,resting with,winking eyes
579,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",himself,resting with,eyes
580,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",Naishadha,revealed to,his shadow
581,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",his,shadow,fading garlands
582,"And Naishadha stood revealed to his
shadow, his fading garlands, himself stained with dust and sweat, resting
on the ground with winking eyes.",Naishadha,stood,revealed to his shadow
583,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed wreath round,his neck
584,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,wreath
585,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed round,his neck
586,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,wreath
587,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,floral wreath
588,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,wreath of exceeding grace
589,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,wreath
590,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,floral wreath of exceeding grace
591,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,floral wreath of exceeding grace
592,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,floral wreath
593,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,floral wreath
594,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,caught,hem
595,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed wreath round,his neck
596,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,floral wreath of grace
597,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed round,his neck
598,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,wreath of exceeding grace
599,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,caught,hem
600,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed wreath round,his neck
601,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,bashfully caught,hem
602,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,caught,hem
603,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,floral wreath of grace
604,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,bashfully caught,hem
605,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,wreath of grace
606,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed round,his neck
607,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,floral wreath of grace
608,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,bashfully caught,hem
609,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",eyed damsel,placed,wreath of exceeding grace
610,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,floral wreath of exceeding grace
611,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",large eyed damsel,placed,wreath of grace
612,"And the large-eyed damsel then bashfully caught the hem of his
garment and placed round his neck a floral wreath of exceeding grace.",damsel,placed,wreath of grace
613,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",fair complexioned maiden,had chosen for,her husband
614,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",maiden,had chosen Nala for,her husband
615,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",maiden,had thus chosen Nala for,her husband
616,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",fair complexioned maiden,had chosen,Nala
617,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",complexioned maiden,had chosen Nala for,her husband
618,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",maiden,had chosen for,her husband
619,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",complexioned maiden,had thus chosen for,her husband
620,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",maiden,had chosen,Nala
621,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",complexioned maiden,had chosen,Nala
622,"And
when that fair-complexioned maiden had thus chosen Nala for her husband,
the kings suddenly broke out into exclamations of Oh!",fair complexioned maiden,had thus chosen for,her husband
